pygame 1.9.4
Hello from the pygame community. https://www.pygame.org/contribute.html
couldn't import doomish
Couldn't import doom
Beginning Training...
         673055 function calls (658794 primitive calls) in 39.166 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 transforms.py:214(__init__)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:10(HalfCauchy)
        1    0.000    0.000    0.000    0.000 index_tricks.py:476(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:461(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 threading.py:1136(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1230(current_thread)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 string.py:173(Formatter)
        3    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:248(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(_newname)
        1    0.000    0.000    0.000    0.000 traceback.py:438(TracebackException)
        1    0.000    0.000    0.000    0.000 records.py:304(recarray)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
        2    0.000    0.000    0.000    0.000 __init__.py:412(__init__)
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        2    0.000    0.000    0.000    0.000 pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        3    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 plugin_text_pb2.py:5(<lambda>)
        1    0.000    0.000    0.000    0.000 symbol_database.py:65(SymbolDatabase)
        1    0.000    0.000    0.000    0.000 descriptor.py:607(EnumDescriptor)
        1    0.000    0.000    0.000    0.000 containers.py:185(BaseContainer)
        1    0.000    0.000    0.000    0.000 markers.py:272(Marker)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2342(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2565(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3063(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3089(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3119(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3192(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3550(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3777(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3882(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3913(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3985(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4237(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4258(Dict)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        3    0.000    0.000    0.000    0.000 six.py:173(__init__)
        3    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        2    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        2    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        2    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 appdirs.py:365(AppDirs)
        1    0.000    0.000    0.000    0.000 plistlib.py:416(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:595(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:764(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 crc32c.py:1(<module>)
        1    0.000    0.000    0.000    0.000 writer.py:143(FileWriter)
        1    0.000    0.000    0.000    0.000 embedding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:290(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 __init__.py:1772(FileMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:1983(NoDists)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:306(Color3DLUT)
        1    0.000    0.000    0.000    0.000 cifar.py:16(CIFAR10)
        1    0.000    0.000    0.000    0.000 svhn.py:10(SVHN)
        1    0.000    0.000    0.000    0.000 fakedata.py:6(FakeData)
        1    0.000    0.000    0.000    0.000 adapters.py:82(HTTPAdapter)
        1    0.000    0.000    0.000    0.000 structures.py:90(__init__)
        1    0.000    0.000    0.000    0.000 structures.py:87(LookupDict)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 models.py:268(PreparedRequest)
        1    0.000    0.000    0.000    0.000 cookiejar.py:732(Cookie)
        1    0.000    0.000    0.000    0.000 cookiejar.py:830(CookiePolicy)
        1    0.000    0.000    0.000    0.000 cookies.py:485(BaseCookie)
        1    0.000    0.000    0.000    0.000 request.py:2110(FancyURLopener)
        1    0.000    0.000    0.000    0.000 zipfile.py:989(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:38(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.000    0.000 utf8prober.py:35(UTF8Prober)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 fields.py:50(RequestField)
        1    0.000    0.000    0.000    0.000 poolmanager.py:121(PoolManager)
        1    0.000    0.000    0.000    0.000 connection.py:276(VerifiedHTTPSConnection)
        1    0.000    0.000    0.000    0.000 url.py:14(Url)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:532(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1355(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 connectionpool.py:736(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 exp_family.py:5(ExponentialFamily)
        1    0.000    0.000    0.000    0.000 adam.py:6(Adam)
        1    0.000    0.000    0.000    0.000 adamax.py:5(Adamax)
        1    0.000    0.000    0.000    0.000 sgd.py:5(SGD)
        1    0.000    0.000    0.000    0.000 lbfgs.py:6(LBFGS)
        1    0.000    0.000    0.000    0.000 __init__.py:340(CompilationUnit)
        1    0.000    0.000    0.000    0.000 __init__.py:432(OrderedDictWrapper)
        6    0.000    0.000    0.000    0.000 __init__.py:669(_make_fail)
        1    0.000    0.000    0.000    0.000 adaptive.py:15(AdaptiveLogSoftmaxWithLoss)
        1    0.000    0.000    0.000    0.000 data_parallel.py:34(DataParallel)
        1    0.000    0.000    0.000    0.000 sparse.py:8(Embedding)
        1    0.000    0.000    0.000    0.000 container.py:306(ParameterList)
        1    0.000    0.000    0.000    0.000 dropout.py:6(Dropout)
        1    0.000    0.000    0.000    0.000 parameter.py:4(Parameter)
        1    0.000    0.000    0.000    0.000 conv.py:10(_ConvNd)
        1    0.000    0.000    0.000    0.000 conv.py:562(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 activation.py:514(Softshrink)
        1    0.000    0.000    0.000    0.000 activation.py:646(Softmin)
        1    0.000    0.000    0.000    0.000 activation.py:135(Hardtanh)
        1    0.000    0.000    0.000    0.000 activation.py:302(SELU)
        1    0.000    0.000    0.000    0.000 activation.py:751(LogSoftmax)
        1    0.000    0.000    0.000    0.000 functional.py:19(_Reduction)
        1    0.000    0.000    0.000    0.000 padding.py:5(ConstantPadNd)
        1    0.000    0.000    0.000    0.000 profiler.py:332(FunctionEvent)
        1    0.000    0.000    0.000    0.000 tensor.py:7(Type)
        1    0.000    0.000    0.000    0.000 profiler.py:24(EventList)
        1    0.000    0.000    0.000    0.000 function.py:61(_HookMixin)
        1    0.000    0.000    0.000    0.000 reduction.py:244(AbstractReducer)
        1    0.000    0.000    0.000    0.000 tarfile.py:336(_Stream)
        1    0.000    0.000    0.000    0.000 DQNAgent.py:22(ReplayMemory)
        1    0.000    0.000    0.000    0.000 DQNAgent.py:167(Trainer)
        1    0.000    0.000    0.000    0.000 inspect.py:73(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:2570(BoundArguments)
        1    0.000    0.000    0.000    0.000 dis.py:416(Bytecode)
        1    0.000    0.000    0.000    0.000 monsterPerson.py:12(MonsterPerson)
        1    0.000    0.000    0.000    0.000 pong.py:169(Pong)
        1    0.000    0.000    0.000    0.000 raycastmaze.py:11(RaycastMaze)
        1    0.000    0.000    0.000    0.000 __init__.py:166(FlappyBird)
        1    0.000    0.000    0.000    0.000 __init__.py:13(MonsterKong)
        1    0.000    0.000    0.000    0.000 onBoard.py:5(OnBoard)
        1    0.000    0.000    0.000    0.000 subprocess.py:339(CompletedProcess)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
        5    0.000    0.000    0.000    0.000 {method 'get_width' of 'pygame.Surface' objects}
        3    0.000    0.000    0.000    0.000 sprite.py:316(add_internal)
        3    0.000    0.000    0.000    0.000 sprite.py:325(has_internal)
        1    0.000    0.000    0.000    0.000 sprite.py:1223(GroupSingle)
        1    0.000    0.000    0.000    0.000 queue.py:199(_init)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 cursors.py:32(<module>)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1443(MAxisConcatenator)
        2    0.000    0.000    0.000    0.000 core.py:3366(shape)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        2    0.000    0.000    0.000    0.000 core.py:882(__init__)
        1    0.000    0.000    0.000    0.000 chi2.py:5(Chi2)
        2    0.000    0.000    0.000    0.000 constraint_registry.py:83(__init__)
        1    0.000    0.000    0.000    0.000 half_normal.py:10(HalfNormal)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        2    0.000    0.000    0.000    0.000 index_tricks.py:159(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:481(ndenumerate)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 utils.py:1923(suppress_warnings)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        2    0.000    0.000    0.000    0.000 __init__.py:384(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:426(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:643(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1079(_StderrHandler)
        1    0.000    0.000    0.000    0.000 threading.py:251(_acquire_restore)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 traceback.py:316(StackSummary)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        2    0.000    0.000    0.000    0.000 arrayprint.py:440(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:810(FloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:953(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1202(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1249(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(errstate)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.000    0.000 __init__.py:371(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:411(LibraryLoader)
        1    0.000    0.000    0.000    0.000 pathlib.py:44(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:467(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:574(_PathParents)
        1    0.000    0.000    0.000    0.000 parse.py:175(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 datetime.py:954(tzinfo)
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 codecs.py:185(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 well_known_types.py:398(FieldMask)
        1    0.000    0.000    0.000    0.000 well_known_types.py:541(_FieldMaskTree)
